,last,first,middle,title,degrees,leave,visiting
139,grudin,eva,u.,senior lecturer in art,b.a. (1969) boston university,n,0
140,grzelonska,patrycja,,visiting assistant professor of economics,m.a. (1994) university of minnesota; ph.d. (2006) university of minnesota,n,1
141,gutschow,kim,i.,visiting assistant professor of religion,b.a. (1988) harvard; ph.d. (1998) harvard,n,1
142,hammerschlag,sarah,,assistant professor of religion,b.a. (1996) wesleyan; ph.d. (2005) university of chicago,n,0
143,hane,amie,,assistant professor of psychology,b.a. (1996) university of maryland; ph.d. (2002) university of maryland,n,0
144,hatton,caroline,,visiting assistant professor of french language and literature,b.a. rutgers; ph.d. (2002) yale,n,1
145,haugen,jason,d.,mellon postdoctoral fellow in linguistics,"b.a. (1997) university of texas, austin; ph.d. (2004) university of arizona",n,0
146,haugh,wendi,a.,visiting assistant professor of anthropology,b.a. (1991) williams; ph.d. (2005) university of pennsylvania,n,1
147,haxthausen,charles,w.,robert sterling clark professor of art history,"b.a. (1966) university of st. thomas, houston; ph.d. (1976) columbia",f,0
148,heatherington,laurie,,edward dorr griffin professor of psychology,"b.a. (1976) miami university, ohio; ph.d. (1981) university of connecticut",n,0
149,hedreen,guy,m.,professor of art and co-director of the williams-exeter programme at exeter university,b.a. (1981) pomona; ph.d. (1988) bryn mawr,y,0
150,heeringa,brent,,assistant professor of computer science,"b.a. (1999) university of minnesota; ph.d. (2006) university of massachusetts, amherst",n,0
151,herman,kris,,assistant professor of physical education and head coach of softball,b.a. (1986) tufts university; m.a. (1989) tufts university,n,0
152,hirsch,alan,,visiting assistant professor of legal studies and political science,b.a. (1981) amherst; j.d. (1985) yale,n,1
153,hirsch,marjorie,w.,associate professor of music,b.a. (1982) yale; ph.d. (1989) yale,n,0
154,hoeltge,amy,m.,instructor in chemistry,b.s. (2000) framingham state college; ph.d. (2007) university of vermont,n,0
155,holly,michael,ann,lecturer in the graduate program in art history,,n,0
156,holzapfel,amy,s.,assistant professor of theatre,b.a. (1996) brown; m.f.a. (2001) yale school of drama,n,0
157,honderich,kiaran,,visiting associate professor of economics,b.a. (1983) oxford; ph.d. (1991) university of massachusetts,n,1
158,hoppin,meredith,c.,frank m. gagliardi professor of classics,b.a. (1972) carleton; ph.d. (1976) university of michigan,s,0
159,howard,charles,n.,varnedoe teaching fellow in art,b.a. (2007) williams,n,0
160,hutson,lara,,assistant professor of biology,"b.a. (1989) university of california, san diego; ph.d. (1998) university of washington",n,0
161,jackall,g.,robert,"willmott family third century professor of sociology and public affairs and director of the williams in new york program, fall semester",b.a. (1963) fordham; ph.d. (1976) new school of social research,n,0
162,jackson,frank,,"visiting assistant professor of art, spring semester","b.f.a. (1984) virginia commonwealth university; m.f.a. (1990) university of california, davis",n,1
163,jaffe,andrew,w.,"lyell b. clay artist-in-residence in jazz, senior lecturer in music and director of jazz performance",b.a. (1973) saint lawrence; m.m. (1977) university of massachusetts,n,0
164,james,joy,a.,john b. and john t. mccoy presidential professor of africana studies and college professor of political science,b.a. (1980) st. mary’s university; ph.d. (1987) fordham; m.a. (1988) union theological seminary,y,0
165,jang,ju-yu,scarlett,professor of art,"b.a. (1969) nat’l cheng-chih university, taipei; ph.d. (1989) university of california, berkeley",n,0
166,johnson,cathy,m.,professor of political science,b.a. (1979) dartmouth; ph.d. (1986) university of michigan,n,0
167,johnson iii,eugene,j.,"amos lawrence professor of art and director of the williams in new york program, spring semester",b.a. (1959) williams; ph.d. (1970) new york university institute of fine arts,n,0
168,johnson,sarah,(liza),associate professor of art,"b.a. (1992) williams; m.f.a. (1995) university of california, san diego",n,0
169,johnson,markes,e.,charles l. macmillan professor of natural sciences,b.a. (1971) university of iowa; ph.d. (1977) university of chicago,n,0
170,johnson,stewart,d.,professor of mathematics,b.a. (1979) ft. lewis college; ph.d. (1985) stanford,n,0
171,jones,kevin,m.,william edward mcelfresh professor of physics,b.a. (1977) williams; ph.d. (1983) stanford,n,0
172,jorling,thomas,,"visiting distinguished professor of environmental studies, fall semester",b.a. (1962) university of notre dame; l.l.d. (1966) boston college law school,n,1
173,josephson,jason,a.,assistant professor of religion,b.a. (1999) hampshire college; ph.d. (2006) stanford,n,0
174,jottar,berta,p.,assistant professor of latina/o studies and theatre,b.a. (1993) vcsd; ph.d. (2000) new york university,n,0
175,just,peter,,professor of anthropology,b.a. (1972) university of chicago; ph.d. (1986) university of pennsylvania,n,0
176,kagaya,shinko,,"associate professor of japanese and herbert h. lehman fellow of the oakley center for the humanities and social sciences, spring semester",b.a. (1989) aoyama gakuin university; ph.d. (1998) ohio state university,y,0
177,kangas,william,r.,assistant professor of physical education,b.a. (1982) university of vermont; m.ed. (1994) north adams state college,n,0
178,kaplan,lawrence,j.,halford r. clark professor of natural science,b.s. (1965) university of pittsburgh; ph.d. (1970) purdue,n,0
179,karabinos,paul,m.,professor of geosciences,b.s. (1975) university of connecticut; ph.d. (1981) johns hopkins,n,0
180,kasinitz,philip,,"visiting professor of sociology for the williams in new york program, fall semester",b.a. (1979) boston university; ph.d. (1987) new york university,n,1
181,kassin,saul,m.,massachusetts professor of psychology,b.a. (1974) brooklyn college; ph.d. (1978) university of connecticut,y,0
182,kavanaugh,robert,d.,hales professor of psychology,b.a. (1967) holy cross; ph.d. (1974) boston university,n,0
183,kechley,david,s.,professor of music,b.mus. (1970) university of washington; d.m.a. (1979) cleveland institute of music,n,0
184,kent,kathryn,r.,associate professor of english,b.a. (1988) williams; ph.d. (1996) duke,n,0
185,kieffer,bruce,,professor of german,b.a. (1973) columbia; ph.d. (1979) princeton,n,0
186,kieffer,elizabeth,a.,lecturer in german,b.a. (1977) rutgers,n,0
187,kim,rebecca,y.,"visiting assistant professor of music, fall semester",b.s. (1997) wellesley college; ph.d. (2007) columbia,n,1
188,kirby,kris,n.,professor of psychology,b.a. (1985) marshall; ph.d. (1991) harvard,n,0
189,kittleson,roger,a.,associate professor of history,"b.a. (1985) northwestern; ph.d. (1997) university of wisconsin, madison",n,0
190,kleiner,john,e.,professor of english,b.a. (1983) amherst; ph.d. (1991) stanford,n,0
191,klingenberg,bernhard,,assistant professor of statistics,"b.a. (1996) technical university, austria; ph.d. (2004) university of florida",y,0
192,knopp,sherron,e.,john hawley roberts professor of english,a.b. (1971) loyola; ph.d. (1975) u.c.l.a.,f,0
193,kohut,thomas,a.,sue and edgar wachenheim iii professor of history,b.a. (1972) oberlin; ph.d. (1983) university of minnesota,f,0
194,kubler,cornelius,c.,stanfield professor of asian studies,b.a. (1972) cornell; m.a. (1978) national taiwan university; ph.d. (1981) cornell,n,0
195, kunzel,regina,g.,fairleigh s. dickinsonjr. professor of history,b.a. (1981) stanford; ph.d. (1990) yale,y,0
196,kuster,steven,,assistant professor of physical education,b.a. (1993) university of pennsylvania; m.a. (1999) harvard,n,0
197,kwitter,karen,b.,ebenezer fitch professor of astronomy,b.a. (1972) wellesley; ph.d. (1979) u.c.l.a.,n,0
198,laleian,aida,,professor of art,"b.f.a. (1978) art institute of chicago; m.f.a. (1980) university of california, davis",n,0
199,lalumia,sara,,assistant professor of economics,b.a. (2000) youngstown state university; ph.d. (2006) university of michigan,n,0
200,lawal,babatunde,,"robert sterling clark visiting professor of art history, spring semester",b.a. (1966) university of nigeria; ph.d. (1970) indiana university,n,1
201,lee,kai,n.,rosenburg professor of environmental studies,a.b. (1966) columbia; ph.d. (1971) princeton,y,0
202,lenhart,william,j.,a. barton hepburn professor of computer science and provost of the college,b.a. (1977) st. joseph’s; ph.d. (1983) dartmouth,n,0
203,levin,steven,p.,professor of art,"b.a. (1976) reed; m.f.a. (1980) university of california, davis",n,0
204,levy,zafrir,,assistant professor of physical education and head coach of men’s & woman’s squash,b.a. (2001) williams,n,0
205,lewis,briana,,visiting assistant professor of french language and literature,b.a. (1999) furman university; ph.d. (2006) university of north carolina,n,1
206,lewis,michael,j.,faison-pierson-stoddard professor of art history,b.a. (1979) haverford; ph.d. (1989) university of pennsylvania,n,0
207,lewis,scott,a.,assistant professor of physical education,b.s. (1980) springfield college; m.ed. (1995) springfield college,n,0
208,lieberman,andrew,,assistant professor of theatre,b.a. (1993) lewis and clark university; m.f.a. (1998) university of washington,y,0
209,lieberman,ralph,,"visiting lecturer in art, fall semester",b.a. (1961) brandeis university; ph.d. (1972) new york university institute of fine arts,n,1
210,limon,john,k.,john j. gibson professor of english,"b.a. (1974) harvard; ph.d. (1981) university of california, berkeley",n,0
211,loepp,susan,r.,professor of mathematics,"b.a. (1989) bethel college; ph.d. (1994) university of texas, austin",y,0
212,long,margaret,g.,assistant professor of history,"b.a. (1989) wesleyan, ph.d. (2003) university of chicago",n,0
213,love,david,,assistant professor of economics,b.a. (1996) university of michigan; ph.d. (2003) yale,y,0
214,lovett jr.,charles,m.,philip and dorothy schein professor of chemistry and director of the science center,b.s. (1979) california state poly.; ph.d. (1985) cornell,n,0
215, low,peter,d.,assistant professor of art,b.a. (1994) university of toronto; ph.d. (2001) johns hopkins,n,0
216,ly,pierre,e.,visiting assistant professor of economics,b.a. (2001) university of toulouse; ph.d. (2007) university of toulouse,n,1
217,lynch,daniel,v.,professor of biology,"b.s. (1979) university of lowell; ph.d. (1983) university of texas, austin",f,0
218,macdonald,michael,d.,frederick l. schuman professor in international relations,"a.b. (1972) university of california, berkeley; ph.d. (1983) university of california, berkeley",n,0
219,macintire,jenna,l.,instructor in chemistry and in biology,b.a. (1992) university of vermont,n,0
220,mahon jr.,james,e.,woodrow wilson professor of political science,"a.b. (1977) dartmouth; ph.d. (1989) university of california, berkeley",n,0
221,majumder,protik,kumar,professor of physics,b.s. (1982) yale; ph.d. (1989) harvard,n,0
222,manning,patricia,m.,assistant professor of physical education,b.s. (1977) cortland; m.s. (1988) smith,n,0
223,marable,manning,,sterling brown ’22 visiting professor of africana studies,b.a. (1971) earlham college; ph.d. (1976) university of maryland,n,1
224,marasco,robyn,,assistant professor of political science,"b.a. (1999) smith; ph.d. (2006) university of california, berkeley",n,0
225,marcus,george,e.,professor of political science,a.b. (1964) columbia; ph.d. (1968) northwestern,n,0
226,martin,brian,,assistant professor of french literature and french language,a.b. (1993) harvard; ph.d. (2003) harvard,y,0
227,maruko,eiko,,siniawar assistant professor of history,b.a. (1997) williams; ph.d. (2003) harvard,f,0
228,mason,christine,l.,assistant professor of physical education and athletic insurance coordinator,ed.m. (1986) boston university,n,0
229,matthews,kadeshia,l.,visiting assistant professor of english,b.a. (1996) rice university; ph.d. (2006) johns hopkins,n,1
230,mathews,nancy,mowll,lecturer in art history,"b.a. (1968) goucher college; ph.d. (1980) institute of fine arts, new york university",n,0
231,mcallister,james,,associate professor of political science,"b.a. (1986) s.u.n.y., buffalo; m.phil. (1994) columbia",n,0
232,mccallum,ann,k.,lecturer in art,b.a. (1974) mcgill university; m.arch. (1980) yale,n,0
233,mccormack,george,m.,assistant professor of physical education,b.s. (1987) ithaca college,n,0
234,mcgowan,elizabeth,p.,professor of art and co-director of the williams-exeter programme at exeter university,b.a. (1979) princeton; ph.d. (1993) new york university institute of fine arts,y,0
235,mcguire,morgan,,assistant professor of computer science,b.s. (2000) massachusetts institute of technology; ph.d. (2006) brown,n,0
236,mckeen,catherine,a.,"visiting assistant professor of philosophy, fall semester and winter study period",b.a. (1988) wellesley college; ph.d. (2001) rutgers,n,1
237,mcpartland,keith,e.,assistant professor of philosophy,b.a. (1994) rutgers; ph.d. (2007) cornell,n,0
238,mcweeny,gage,c.,assistant professor of english,b.a. (1993) columbia; ph.d. (2003) princeton,n,0
239,melendy,lisa,m.,"assistant professor of physical education, senior women’s administrator for athletics, and assistant athletic director",a.b. (1982) smith; m.s. (1985) university of massachusetts,n,0
240,mellow,nicole,,assistant professor of political science,b.a. (1992) vassar; ph.d. (2003) university of texas,f,0
241,merrill,karen,r.,professor of history and dean of the college,b.a. (1986) oberlin; ph.d. (1994) university of michigan,n,0
242,mladenovic,bojana,,associate professor of philosophy,"b.a. (1984) university of belgrade; ph.d. (1995) university of california, berkeley",n,0
243,momin,shamim,m.,"visiting lecturer in art at williams in new york, spring semester",,n,1
244,montiel,peter,j.,fred greene third century professor of political economy,b.a. (1973) yale; ph.d. (1978) m.i.t.,n,0
